snapshot_id,hospital_id,snapshot_time,ed_beds_available,icu_beds_available,ct_available,cath_lab_available,trauma_bays_available,ventilators_available,isolation_beds_available,blood_o_units_available,nurse_team_available,crowding_index
RS0003914,H004,2026/3/11 08:00,11,1,1,0,0,0,3,18,1,0.355
RS0003915,H005,2026/3/11 08:00,14,0,1,1,2,5,4,18,1,0.739
RS0003916,H001,2026/3/11 12:00,12,7,1,1,0,4,6,11,1,0.765
RS0003917,H002,2026/3/11 12:00,9,0,1,1,0,2,4,9,1,0.619
RS0003918,H003,2026/3/11 12:00,4,0,1,0,0,1,3,10,1,0.863
RS0003919,H004,2026/3/11 12:00,9,1,1,0,0,0,2,14,1,0.386
RS0003920,H005,2026/3/11 12:00,13,2,1,1,1,4,5,2,1,0.675
RS0003921,H001,2026/3/11 16:00,11,4,1,1,0,5,3,14,1,0.785
RS0003922,H002,2026/3/11 16:00,8,0,0,1,0,3,1,12,1,0.84
RS0003923,H003,2026/3/11 16:00,4,5,1,0,1,0,4,16,1,0.818
RS0003924,H004,2026/3/11 16:00,9,0,1,0,0,0,2,11,1,0.539
RS0003925,H005,2026/3/11 16:00,13,5,1,1,1,5,1,21,0,0.727
RS0003926,H001,2026/3/11 20:00,11,1,1,1,3,7,6,7,1,0.736
RS0003927,H002,2026/3/11 20:00,10,2,1,1,0,2,2,24,1,0.591
RS0003928,H003,2026/3/11 20:00,0,4,1,0,2,2,2,8,1,0.998
RS0003929,H004,2026/3/11 20:00,1,0,1,0,1,1,4,15,1,0.997
RS0003930,H005,2026/3/11 20:00,11,7,1,1,0,6,3,18,1,0.635
RS0003931,H001,2026/3/12 00:00,12,6,1,1,3,6,10,19,1,0.764
RS0003932,H002,2026/3/12 00:00,9,4,1,1,0,3,3,18,1,0.801
RS0003933,H003,2026/3/12 00:00,0,7,1,0,0,2,4,21,1,1
RS0003934,H004,2026/3/12 00:00,9,4,1,0,0,1,3,20,1,0.553
RS0003935,H005,2026/3/12 00:00,19,0,1,0,1,2,4,15,1,0.616
RS0003936,H001,2026/3/12 04:00,7,6,1,1,2,6,8,17,1,0.902
RS0003937,H002,2026/3/12 04:00,13,0,1,1,0,2,8,17,1,0.653
RS0003938,H003,2026/3/12 04:00,4,0,1,0,0,1,2,22,1,0.811
RS0003939,H004,2026/3/12 04:00,4,0,1,0,1,0,4,11,1,0.85
RS0003940,H005,2026/3/12 04:00,23,2,1,1,1,7,7,13,1,0.538
RS0003941,H001,2026/3/12 08:00,12,8,0,1,2,5,2,13,0,0.75
RS0003942,H002,2026/3/12 08:00,18,2,1,1,0,2,7,21,1,0.437
RS0003943,H003,2026/3/12 08:00,12,0,0,0,1,3,6,24,1,0.504
RS0003944,H004,2026/3/12 08:00,4,2,1,0,1,0,10,11,1,0.656
RS0003945,H005,2026/3/12 08:00,19,0,1,1,1,5,8,18,1,0.467
RS0003946,H001,2026/3/12 12:00,16,2,1,1,1,5,2,10,1,0.719
RS0003947,H002,2026/3/12 12:00,8,5,1,1,0,2,2,23,1,0.858
RS0003948,H003,2026/3/12 12:00,3,0,1,0,0,1,0,19,1,0.791
RS0003949,H004,2026/3/12 12:00,8,0,1,0,0,0,2,17,1,0.404
RS0003950,H005,2026/3/12 12:00,11,4,1,1,2,1,3,12,1,0.706
RS0003951,H001,2026/3/12 16:00,18,3,1,1,2,3,5,14,1,0.544
RS0003952,H002,2026/3/12 16:00,11,2,1,1,0,4,4,8,1,0.769
RS0003953,H003,2026/3/12 16:00,5,2,1,0,0,3,0,12,1,0.824
RS0003954,H004,2026/3/12 16:00,3,0,1,0,0,2,1,10,1,0.718
RS0003955,H005,2026/3/12 16:00,16,4,1,1,2,0,5,15,1,0.501
RS0003956,H001,2026/3/12 20:00,10,2,1,1,0,7,3,20,1,0.69
RS0003957,H002,2026/3/12 20:00,6,3,1,1,0,2,3,17,1,0.769
RS0003958,H003,2026/3/12 20:00,2,0,1,0,0,3,1,9,1,0.982
RS0003959,H004,2026/3/12 20:00,1,0,0,0,0,0,4,13,1,1
RS0003960,H005,2026/3/12 20:00,18,8,1,1,1,4,4,20,1,0.547
RS0003961,H001,2026/3/13 00:00,11,8,1,1,3,6,4,17,1,0.865
RS0003962,H002,2026/3/13 00:00,13,1,1,1,1,4,6,20,1,0.482
RS0003963,H003,2026/3/13 00:00,7,6,1,0,0,5,4,15,1,0.628
RS0003964,H004,2026/3/13 00:00,0,5,1,0,0,0,4,15,1,0.942
RS0003965,H005,2026/3/13 00:00,11,7,1,0,1,3,6,11,1,0.741
RS0003966,H001,2026/3/13 04:00,21,3,1,1,0,3,7,9,1,0.554
RS0003967,H002,2026/3/13 04:00,13,4,1,1,1,3,0,21,1,0.541
RS0003968,H003,2026/3/13 04:00,4,3,1,0,0,5,4,18,1,0.78
RS0003969,H004,2026/3/13 04:00,13,2,1,0,1,0,6,19,1,0.213
RS0003970,H005,2026/3/13 04:00,13,6,1,0,1,4,6,24,1,0.646
RS0003971,H001,2026/3/13 08:00,15,7,0,1,2,4,5,15,0,0.771
RS0003972,H002,2026/3/13 08:00,16,2,1,1,2,1,7,22,1,0.521
RS0003973,H003,2026/3/13 08:00,10,5,1,0,2,2,7,16,1,0.718
RS0003974,H004,2026/3/13 08:00,2,3,1,0,0,0,4,17,1,0.958
RS0003975,H005,2026/3/13 08:00,14,6,1,1,2,6,4,25,1,0.632
RS0003976,H001,2026/3/13 12:00,9,10,1,0,1,5,5,17,1,0.816
RS0003977,H002,2026/3/13 12:00,0,0,1,1,0,4,2,18,1,0.957
RS0003978,H003,2026/3/13 12:00,13,0,1,0,0,3,4,21,1,0.412
RS0003979,H004,2026/3/13 12:00,7,5,1,0,0,0,1,18,1,0.464
RS0003980,H005,2026/3/13 12:00,12,5,1,1,2,6,0,7,1,0.595
RS0003981,H001,2026/3/13 16:00,12,4,1,1,0,4,1,12,1,0.62
RS0003982,H002,2026/3/13 16:00,3,8,1,1,0,2,4,24,1,0.88
RS0003983,H003,2026/3/13 16:00,7,5,1,0,0,3,6,10,1,0.613
RS0003984,H004,2026/3/13 16:00,2,0,1,0,0,3,5,3,1,0.895
RS0003985,H005,2026/3/13 16:00,13,3,1,1,1,5,4,17,1,0.577
RS0003986,H001,2026/3/13 20:00,8,8,1,1,1,1,3,14,1,0.949
RS0003987,H002,2026/3/13 20:00,10,3,1,1,0,4,4,18,1,0.754
RS0003988,H003,2026/3/13 20:00,9,0,1,0,0,0,7,11,1,0.669
RS0003989,H004,2026/3/13 20:00,10,0,1,0,1,3,4,22,1,0.309
RS0003990,H005,2026/3/13 20:00,16,6,1,1,2,3,7,12,1,0.584
RS0003991,H001,2026/3/14 00:00,12,0,1,1,1,4,7,24,1,0.766
RS0003992,H002,2026/3/14 00:00,20,1,1,1,0,0,4,13,1,0.246
RS0003993,H003,2026/3/14 00:00,8,5,1,0,1,4,1,16,1,0.617
RS0003994,H004,2026/3/14 00:00,0,1,0,0,0,2,3,15,1,0.973
RS0003995,H005,2026/3/14 00:00,7,2,1,1,4,5,4,10,1,0.853
RS0003996,H001,2026/3/14 04:00,17,7,1,1,1,7,5,0,1,0.691
RS0003997,H002,2026/3/14 04:00,20,5,0,1,0,1,1,20,1,0.45
RS0003998,H003,2026/3/14 04:00,5,0,1,0,2,2,1,7,1,0.899
RS0003999,H004,2026/3/14 04:00,8,0,1,0,0,0,6,22,1,0.491
RS0004000,H005,2026/3/14 04:00,8,2,1,1,2,8,2,24,1,0.842
RS0004001,H001,2026/3/14 08:00,14,4,1,1,1,8,2,24,1,0.569
RS0004002,H002,2026/3/14 08:00,17,6,1,1,2,9,3,25,1,0.403
RS0004003,H003,2026/3/14 08:00,8,7,1,0,2,3,1,8,1,0.59
RS0004004,H004,2026/3/14 08:00,9,1,1,0,0,0,0,7,1,0.338
RS0004005,H005,2026/3/14 08:00,11,2,1,1,2,3,1,11,1,0.81
RS0004006,H001,2026/3/14 12:00,10,4,1,1,2,3,7,16,1,0.871
RS0004007,H002,2026/3/14 12:00,8,5,0,1,0,1,3,17,1,0.659
RS0004008,H003,2026/3/14 12:00,6,2,1,0,1,1,2,11,1,0.706
RS0004009,H004,2026/3/14 12:00,9,3,1,0,0,0,4,17,1,0.354
RS0004010,H005,2026/3/14 12:00,8,1,1,1,0,2,1,12,1,0.885
RS0004011,H001,2026/3/14 16:00,9,2,1,1,3,4,3,19,1,0.737
RS0004012,H002,2026/3/14 16:00,2,7,1,1,0,4,3,20,1,1
RS0004013,H003,2026/3/14 16:00,6,10,1,0,1,6,7,14,1,0.752
RS0004014,H004,2026/3/14 16:00,3,0,1,0,1,0,4,15,1,0.811
RS0004015,H005,2026/3/14 16:00,11,3,1,1,0,4,3,17,1,0.624
RS0004016,H001,2026/3/14 20:00,18,6,1,1,0,3,4,11,1,0.62
RS0004017,H002,2026/3/14 20:00,8,7,1,1,1,0,4,9,1,0.65
RS0004018,H003,2026/3/14 20:00,0,0,1,0,0,3,5,21,1,1
RS0004019,H004,2026/3/14 20:00,0,2,1,0,0,2,4,4,1,1
RS0004020,H005,2026/3/14 20:00,17,0,1,1,1,4,0,21,1,0.498
RS0004021,H001,2026/3/15 00:00,12,2,1,1,1,5,2,9,1,0.839
RS0004022,H002,2026/3/15 00:00,8,5,1,0,1,3,5,20,1,0.733
RS0004023,H003,2026/3/15 00:00,11,2,1,0,0,0,0,20,1,0.6
RS0004024,H004,2026/3/15 00:00,5,5,1,0,0,3,5,17,1,0.769
RS0004025,H005,2026/3/15 00:00,8,7,1,1,2,1,4,11,1,0.786
RS0004026,H001,2026/3/15 04:00,15,6,0,1,2,4,5,16,0,0.598
RS0004027,H002,2026/3/15 04:00,0,5,1,1,2,2,3,21,1,1
RS0004028,H003,2026/3/15 04:00,18,1,1,0,0,1,2,15,1,0.328
RS0004029,H004,2026/3/15 04:00,5,5,1,0,0,0,6,6,1,0.739
RS0004030,H005,2026/3/15 04:00,5,6,1,1,2,6,0,26,1,0.905
RS0004031,H001,2026/3/15 08:00,16,4,1,1,0,3,6,23,1,0.536
RS0004032,H002,2026/3/15 08:00,9,6,1,1,0,1,3,19,1,0.783
RS0004033,H003,2026/3/15 08:00,3,0,1,0,0,1,5,11,1,0.922
RS0004034,H004,2026/3/15 08:00,0,3,1,0,0,4,3,13,1,0.918
RS0004035,H005,2026/3/15 08:00,11,9,1,1,1,5,5,20,1,0.649
RS0004036,H001,2026/3/15 12:00,14,4,1,1,0,1,0,12,1,0.741
RS0004037,H002,2026/3/15 12:00,3,0,1,1,0,5,2,11,1,1
RS0004038,H003,2026/3/15 12:00,13,0,1,0,1,3,5,15,1,0.569
RS0004039,H004,2026/3/15 12:00,8,0,1,0,0,0,3,14,1,0.613
RS0004040,H005,2026/3/15 12:00,9,7,1,1,1,3,2,6,1,0.716
RS0004041,H001,2026/3/15 16:00,10,6,1,1,0,6,4,8,1,0.663
RS0004042,H002,2026/3/15 16:00,10,4,1,1,0,3,3,10,1,0.72
RS0004043,H003,2026/3/15 16:00,4,0,1,0,0,1,3,10,1,0.755
RS0004044,H004,2026/3/15 16:00,5,0,1,0,0,1,0,10,1,0.633
RS0004045,H005,2026/3/15 16:00,8,12,1,0,0,5,1,11,1,0.897
RS0004046,H001,2026/3/15 20:00,4,4,1,0,1,4,4,14,1,0.914
RS0004047,H002,2026/3/15 20:00,5,6,1,0,0,3,2,17,1,0.891
RS0004048,H003,2026/3/15 20:00,4,0,1,0,1,1,0,17,1,0.834
RS0004049,H004,2026/3/15 20:00,4,0,1,0,0,0,4,6,1,0.723
RS0004050,H005,2026/3/15 20:00,3,1,1,1,1,2,5,10,1,0.986
RS0004051,H001,2026/3/16 00:00,14,4,0,0,0,3,3,17,1,0.81
RS0004052,H002,2026/3/16 00:00,8,7,1,1,0,3,6,11,1,0.662
RS0004053,H003,2026/3/16 00:00,9,4,1,0,1,2,4,12,1,0.604
RS0004054,H004,2026/3/16 00:00,7,2,1,0,0,3,3,19,1,0.664
RS0004055,H005,2026/3/16 00:00,11,2,1,1,1,5,2,22,1,0.666
RS0004056,H001,2026/3/16 04:00,23,10,1,1,0,7,6,16,1,0.541
RS0004057,H002,2026/3/16 04:00,15,1,1,1,0,3,4,14,1,0.508
RS0004058,H003,2026/3/16 04:00,8,0,1,0,0,8,4,13,1,0.625
RS0004059,H004,2026/3/16 04:00,2,3,1,0,1,5,3,15,0,0.97
RS0004060,H005,2026/3/16 04:00,3,2,1,1,0,6,3,23,1,0.945
RS0004061,H001,2026/3/16 08:00,8,6,1,1,2,8,8,29,1,0.943
RS0004062,H002,2026/3/16 08:00,7,4,1,1,1,5,2,25,1,0.885
RS0004063,H003,2026/3/16 08:00,9,5,1,0,1,1,6,10,1,0.649
RS0004064,H004,2026/3/16 08:00,10,3,1,0,0,1,5,26,1,0.324
RS0004065,H005,2026/3/16 08:00,15,1,1,1,0,3,3,19,1,0.585
RS0004066,H001,2026/3/16 12:00,10,5,1,1,1,7,4,7,1,0.766
RS0004067,H002,2026/3/16 12:00,8,5,1,1,0,4,5,7,1,0.747
RS0004068,H003,2026/3/16 12:00,4,5,1,0,0,5,7,13,1,0.791
RS0004069,H004,2026/3/16 12:00,2,0,1,0,1,2,2,18,1,1
RS0004070,H005,2026/3/16 12:00,12,7,1,1,1,3,2,21,1,0.717
RS0004071,H001,2026/3/16 16:00,1,6,1,1,2,6,3,6,1,1
RS0004072,H002,2026/3/16 16:00,15,0,0,1,0,0,5,14,1,0.519
RS0004073,H003,2026/3/16 16:00,8,6,1,0,0,1,6,11,1,0.646
RS0004074,H004,2026/3/16 16:00,3,3,1,0,0,2,5,12,1,0.867
RS0004075,H005,2026/3/16 16:00,14,3,1,1,1,4,6,17,1,0.59
RS0004076,H001,2026/3/16 20:00,17,2,1,1,1,6,4,15,1,0.657
RS0004077,H002,2026/3/16 20:00,14,2,1,1,2,0,4,16,1,0.565
RS0004078,H003,2026/3/16 20:00,3,2,1,0,0,2,3,15,1,0.88
RS0004079,H004,2026/3/16 20:00,6,3,1,0,0,0,1,19,1,0.631
RS0004080,H005,2026/3/16 20:00,10,3,1,1,1,3,5,11,1,0.707
RS0004081,H001,2026/3/17 00:00,14,8,1,1,0,5,4,25,1,0.643
RS0004082,H002,2026/3/17 00:00,10,5,1,1,1,1,2,18,1,0.709
RS0004083,H003,2026/3/17 00:00,10,0,1,0,1,3,5,18,1,0.644
RS0004084,H004,2026/3/17 00:00,11,0,1,0,0,2,1,18,1,0.227
RS0004085,H005,2026/3/17 00:00,9,7,1,1,2,3,3,16,1,0.757
RS0004086,H001,2026/3/17 04:00,19,5,1,1,1,6,6,25,1,0.543
RS0004087,H002,2026/3/17 04:00,1,5,1,1,0,1,4,17,0,0.939
RS0004088,H003,2026/3/17 04:00,9,4,1,0,0,4,3,10,1,0.764
RS0004089,H004,2026/3/17 04:00,8,4,1,0,0,0,5,20,1,0.556
RS0004090,H005,2026/3/17 04:00,15,5,1,0,3,6,6,22,1,0.686
RS0004091,H001,2026/3/17 08:00,18,6,1,1,2,7,3,22,1,0.566
RS0004092,H002,2026/3/17 08:00,7,4,1,0,1,2,3,16,1,0.859
RS0004093,H003,2026/3/17 08:00,13,11,0,0,0,4,5,22,1,0.504
RS0004094,H004,2026/3/17 08:00,3,2,1,0,1,0,4,22,1,0.782
RS0004095,H005,2026/3/17 08:00,14,5,0,1,1,6,2,25,1,0.541
RS0004096,H001,2026/3/17 12:00,7,3,1,0,3,4,5,7,1,0.761
RS0004097,H002,2026/3/17 12:00,4,1,1,1,0,4,5,11,1,0.934
RS0004098,H003,2026/3/17 12:00,10,1,1,0,2,5,2,19,0,0.515
RS0004099,H004,2026/3/17 12:00,0,2,1,0,0,1,2,10,1,1
RS0004100,H005,2026/3/17 12:00,10,1,1,1,1,6,4,23,1,0.855
RS0004101,H001,2026/3/17 16:00,16,0,1,1,0,2,1,26,1,0.574
RS0004102,H002,2026/3/17 16:00,11,1,1,1,0,3,3,13,1,0.725
RS0004103,H003,2026/3/17 16:00,10,5,1,0,0,7,2,12,1,0.661
RS0004104,H004,2026/3/17 16:00,0,2,1,0,0,1,5,23,1,0.972
RS0004105,H005,2026/3/17 16:00,3,5,1,0,1,4,3,11,1,0.954
RS0004106,H001,2026/3/17 20:00,12,1,1,1,0,5,1,14,1,0.631
RS0004107,H002,2026/3/17 20:00,11,0,1,1,0,0,5,25,1,0.542
RS0004108,H003,2026/3/17 20:00,2,3,1,0,1,1,4,16,1,1
RS0004109,H004,2026/3/17 20:00,0,1,1,0,0,1,2,12,1,1
RS0004110,H005,2026/3/17 20:00,7,2,1,1,0,2,5,15,1,0.719
RS0004111,H001,2026/3/18 00:00,15,6,1,1,0,3,6,16,1,0.589
RS0004112,H002,2026/3/18 00:00,0,4,0,1,1,2,5,13,1,1
RS0004113,H003,2026/3/18 00:00,5,5,1,0,2,0,6,19,1,0.914
RS0004114,H004,2026/3/18 00:00,8,5,1,0,1,2,3,14,1,0.622
RS0004115,H005,2026/3/18 00:00,10,2,1,1,1,0,6,18,1,0.759
RS0004116,H001,2026/3/18 04:00,15,5,1,1,0,10,6,10,1,0.604
RS0004117,H002,2026/3/18 04:00,5,1,1,1,0,4,4,24,1,0.824
RS0004118,H003,2026/3/18 04:00,9,0,1,0,0,1,1,15,1,0.629
RS0004119,H004,2026/3/18 04:00,2,0,1,0,0,7,8,24,1,0.929
RS0004120,H005,2026/3/18 04:00,6,8,1,1,1,5,7,18,1,0.946
RS0004121,H001,2026/3/18 08:00,11,5,1,0,1,3,4,24,1,0.781
RS0004122,H002,2026/3/18 08:00,12,8,0,1,1,3,6,20,1,0.689
RS0004123,H003,2026/3/18 08:00,10,5,1,0,1,3,4,14,1,0.52
RS0004124,H004,2026/3/18 08:00,12,0,0,0,0,2,6,12,1,0.397
RS0004125,H005,2026/3/18 08:00,16,0,1,1,3,3,3,20,1,0.611
RS0004126,H001,2026/3/18 12:00,14,1,1,1,1,4,9,11,1,0.687
RS0004127,H002,2026/3/18 12:00,3,0,1,1,1,4,5,16,1,0.89
RS0004128,H003,2026/3/18 12:00,9,8,1,0,1,0,4,14,1,0.582
RS0004129,H004,2026/3/18 12:00,10,0,1,0,0,0,5,20,1,0.301
RS0004130,H005,2026/3/18 12:00,9,3,1,1,0,1,4,9,1,0.881
RS0004131,H001,2026/3/18 16:00,17,4,1,1,0,7,4,18,1,0.613
RS0004132,H002,2026/3/18 16:00,7,0,1,1,0,0,5,11,1,0.74
RS0004133,H003,2026/3/18 16:00,11,0,0,0,0,4,5,22,1,0.555
RS0004134,H004,2026/3/18 16:00,5,0,1,0,0,0,2,8,1,0.665
RS0004135,H005,2026/3/18 16:00,10,0,1,1,2,3,0,13,1,0.856
RS0004136,H001,2026/3/18 20:00,18,4,1,0,3,2,4,18,1,0.703
RS0004137,H002,2026/3/18 20:00,7,4,1,1,1,1,2,14,1,0.81
RS0004138,H003,2026/3/18 20:00,13,6,1,0,0,4,3,13,1,0.516
RS0004139,H004,2026/3/18 20:00,0,0,1,0,0,2,3,14,1,1
RS0004140,H005,2026/3/18 20:00,10,6,1,1,0,5,3,14,1,0.75
RS0004141,H001,2026/3/19 00:00,16,8,1,1,1,6,8,22,1,0.624
RS0004142,H002,2026/3/19 00:00,6,2,1,1,0,4,5,21,1,0.702
RS0004143,H003,2026/3/19 00:00,15,5,1,0,1,2,5,17,1,0.495
RS0004144,H004,2026/3/19 00:00,1,1,1,0,0,1,4,20,1,1
RS0004145,H005,2026/3/19 00:00,7,3,1,0,2,5,1,18,1,0.809
RS0004146,H001,2026/3/19 04:00,17,5,1,1,4,4,6,18,1,0.529
RS0004147,H002,2026/3/19 04:00,5,10,1,1,0,1,1,18,1,0.928
RS0004148,H003,2026/3/19 04:00,1,0,1,0,0,4,5,11,1,1
RS0004149,H004,2026/3/19 04:00,6,3,1,0,0,0,7,19,1,0.697
RS0004150,H005,2026/3/19 04:00,12,9,1,1,3,2,5,21,1,0.596
RS0004151,H001,2026/3/19 08:00,2,3,1,1,0,5,0,21,1,1
RS0004152,H002,2026/3/19 08:00,9,4,0,1,0,0,6,20,1,0.672
RS0004153,H003,2026/3/19 08:00,3,5,1,0,1,1,2,16,1,1
RS0004154,H004,2026/3/19 08:00,8,2,1,0,0,0,6,14,1,0.433
RS0004155,H005,2026/3/19 08:00,14,6,1,1,1,1,8,17,1,0.548
RS0004156,H001,2026/3/19 12:00,12,6,1,1,1,5,5,19,1,0.727
RS0004157,H002,2026/3/19 12:00,12,7,1,1,1,0,2,10,1,0.695
RS0004158,H003,2026/3/19 12:00,6,0,1,0,1,1,4,17,0,0.739
RS0004159,H004,2026/3/19 12:00,12,1,1,0,1,1,3,5,1,0.201
RS0004160,H005,2026/3/19 12:00,11,3,1,1,0,4,3,13,1,0.762
RS0004161,H001,2026/3/19 16:00,14,5,1,1,0,4,1,12,1,0.67
RS0004162,H002,2026/3/19 16:00,2,0,1,1,1,0,4,5,1,0.867
RS0004163,H003,2026/3/19 16:00,4,0,1,0,2,1,1,5,1,0.914
RS0004164,H004,2026/3/19 16:00,0,0,1,0,0,4,2,20,0,1
RS0004165,H005,2026/3/19 16:00,9,0,1,1,1,3,8,19,1,0.763
RS0004166,H001,2026/3/19 20:00,12,0,1,1,1,3,5,20,1,0.766
RS0004167,H002,2026/3/19 20:00,4,6,1,1,0,3,3,20,1,0.871
RS0004168,H003,2026/3/19 20:00,14,0,1,0,0,1,4,13,1,0.318
RS0004169,H004,2026/3/19 20:00,0,8,1,0,0,0,4,18,1,1
RS0004170,H005,2026/3/19 20:00,9,1,1,1,1,3,3,17,1,0.723
RS0004171,H001,2026/3/20 00:00,10,3,1,1,3,6,1,23,1,0.812
RS0004172,H002,2026/3/20 00:00,7,4,0,1,1,1,2,14,1,0.87
RS0004173,H003,2026/3/20 00:00,5,7,1,0,0,5,6,11,1,0.746
RS0004174,H004,2026/3/20 00:00,9,4,1,0,0,0,1,9,1,0.583
RS0004175,H005,2026/3/20 00:00,20,7,1,1,2,2,5,15,1,0.502
RS0004176,H001,2026/3/20 04:00,17,5,1,1,2,5,4,13,1,0.721
RS0004177,H002,2026/3/20 04:00,7,0,1,1,0,4,5,19,1,0.866
RS0004178,H003,2026/3/20 04:00,12,1,1,0,1,4,2,24,1,0.56
RS0004179,H004,2026/3/20 04:00,6,0,1,0,0,3,6,25,1,0.709
RS0004180,H005,2026/3/20 04:00,17,8,1,1,0,4,6,16,1,0.525
RS0004181,H001,2026/3/20 08:00,11,13,1,1,0,5,3,18,1,0.695
RS0004182,H002,2026/3/20 08:00,9,8,1,1,0,8,3,16,1,0.64
RS0004183,H003,2026/3/20 08:00,11,2,1,0,0,1,5,17,1,0.545
RS0004184,H004,2026/3/20 08:00,6,7,1,0,0,1,4,15,1,0.598
RS0004185,H005,2026/3/20 08:00,12,6,1,1,2,5,3,17,1,0.665
RS0004186,H001,2026/3/20 12:00,9,5,1,1,0,4,4,6,1,0.755
RS0004187,H002,2026/3/20 12:00,10,1,1,1,0,2,4,11,1,0.582
RS0004188,H003,2026/3/20 12:00,6,4,1,0,0,1,2,11,1,0.897
RS0004189,H004,2026/3/20 12:00,4,0,1,0,0,4,4,10,1,0.722
RS0004190,H005,2026/3/20 12:00,14,9,1,1,1,5,6,9,1,0.673
RS0004191,H001,2026/3/20 16:00,9,3,1,1,2,4,4,15,1,0.693
RS0004192,H002,2026/3/20 16:00,13,1,1,1,0,0,0,0,1,0.665
RS0004193,H003,2026/3/20 16:00,5,7,1,0,1,6,1,15,1,0.812
RS0004194,H004,2026/3/20 16:00,0,2,1,0,0,3,0,5,1,1
RS0004195,H005,2026/3/20 16:00,15,3,1,1,2,1,2,9,1,0.554
RS0004196,H001,2026/3/20 20:00,13,3,1,1,2,2,0,15,1,0.764
RS0004197,H002,2026/3/20 20:00,9,7,1,1,0,3,4,14,1,0.674
RS0004198,H003,2026/3/20 20:00,10,6,1,0,0,3,2,5,1,0.699
RS0004199,H004,2026/3/20 20:00,5,3,1,0,0,0,4,14,1,0.699
RS0004200,H005,2026/3/20 20:00,2,7,1,1,2,4,8,4,1,0.89
RS0004201,H001,2026/3/21 00:00,13,3,1,1,2,5,5,14,1,0.648
RS0004202,H002,2026/3/21 00:00,11,0,1,1,1,6,2,13,0,0.752
RS0004203,H003,2026/3/21 00:00,10,0,1,0,0,5,7,20,1,0.553
RS0004204,H004,2026/3/21 00:00,6,0,1,0,1,1,5,19,1,0.77
RS0004205,H005,2026/3/21 00:00,16,10,1,1,3,2,4,21,1,0.658
RS0004206,H001,2026/3/21 04:00,13,7,1,0,1,7,2,19,1,0.625
RS0004207,H002,2026/3/21 04:00,2,0,1,1,0,5,4,18,1,1
RS0004208,H003,2026/3/21 04:00,2,1,1,0,2,1,5,19,1,1
RS0004209,H004,2026/3/21 04:00,6,0,1,0,0,0,4,17,1,0.607
RS0004210,H005,2026/3/21 04:00,11,4,0,1,1,5,6,21,0,0.662
RS0004211,H001,2026/3/21 08:00,20,3,1,1,2,4,5,20,1,0.46
RS0004212,H002,2026/3/21 08:00,14,2,1,0,0,2,5,15,1,0.489
RS0004213,H003,2026/3/21 08:00,10,6,1,0,0,0,3,21,1,0.604
RS0004214,H004,2026/3/21 08:00,5,5,1,0,1,2,1,12,1,0.819
RS0004215,H005,2026/3/21 08:00,15,3,1,1,1,7,5,14,1,0.54
RS0004216,H001,2026/3/21 12:00,19,7,1,1,1,3,4,18,1,0.61
RS0004217,H002,2026/3/21 12:00,2,3,1,1,1,2,5,19,1,0.961
RS0004218,H003,2026/3/21 12:00,8,4,1,0,0,0,0,12,1,0.815
RS0004219,H004,2026/3/21 12:00,5,2,1,0,0,4,4,21,1,0.641
RS0004220,H005,2026/3/21 12:00,11,8,1,1,0,0,4,17,1,0.859
RS0004221,H001,2026/3/21 16:00,10,5,1,1,2,3,8,16,1,0.732
RS0004222,H002,2026/3/21 16:00,5,3,1,1,0,2,3,9,1,0.882
RS0004223,H003,2026/3/21 16:00,11,5,0,0,1,2,0,16,1,0.516
RS0004224,H004,2026/3/21 16:00,0,3,1,0,0,1,3,7,1,0.968
RS0004225,H005,2026/3/21 16:00,10,1,1,1,2,5,7,19,1,0.774
RS0004226,H001,2026/3/21 20:00,10,8,1,1,0,4,2,20,1,0.687
RS0004227,H002,2026/3/21 20:00,3,8,1,1,1,5,0,12,1,0.987
RS0004228,H003,2026/3/21 20:00,5,1,1,0,0,3,2,13,1,0.91
RS0004229,H004,2026/3/21 20:00,0,2,1,0,0,0,2,7,1,1
RS0004230,H005,2026/3/21 20:00,15,7,1,1,0,1,4,11,1,0.637
RS0004231,H001,2026/3/22 00:00,8,6,1,1,3,7,7,29,1,0.949
RS0004232,H002,2026/3/22 00:00,5,6,1,1,0,3,5,23,1,0.808
RS0004233,H003,2026/3/22 00:00,15,0,1,0,1,0,6,18,1,0.406
RS0004234,H004,2026/3/22 00:00,12,3,1,0,1,4,7,17,1,0.226
RS0004235,H005,2026/3/22 00:00,5,4,1,1,1,2,1,23,1,1
RS0004236,H001,2026/3/22 04:00,22,6,1,1,0,2,6,20,1,0.547
RS0004237,H002,2026/3/22 04:00,17,3,1,0,0,1,2,19,1,0.555
RS0004238,H003,2026/3/22 04:00,2,2,1,0,0,0,7,17,1,0.844
RS0004239,H004,2026/3/22 04:00,5,0,1,0,0,0,3,28,1,0.635
RS0004240,H005,2026/3/22 04:00,13,4,1,1,2,5,5,21,1,0.726
RS0004241,H001,2026/3/22 08:00,16,7,1,1,1,8,2,15,1,0.73
RS0004242,H002,2026/3/22 08:00,3,6,1,1,0,0,2,14,1,0.871
RS0004243,H003,2026/3/22 08:00,10,0,1,0,0,1,3,14,1,0.674
RS0004244,H004,2026/3/22 08:00,4,3,1,0,0,0,2,19,1,0.728
RS0004245,H005,2026/3/22 08:00,4,5,1,1,1,3,6,11,1,0.992
